title,genres,vote_average
Catch a Fire,"['Action', 'Drama', 'Thriller']",6.4
The Butterfly Effect 2,"['Drama', 'Science Fiction', 'Thriller']",4.6
The Charge of the Light Brigade,"['Action', 'Adventure', 'Drama', 'War']",6.8
Flushed Away,"['Adventure', 'Animation', 'Comedy', 'Family']",6.0
Perfume: The Story of a Murderer,"['Crime', 'Fantasy', 'Drama']",7.1
Arabesque,"['Action', 'Adventure', 'Thriller']",5.9
The Santa Clause 3: The Escape Clause,"['Comedy', 'Family', 'Adventure']",5.0
The Long Weekend,"['Comedy', 'Romance']",5.8
Joe Cocker - Mad Dogs & Englishmen,"['Music', 'Documentary']",10.0
Arizona,['Western'],4.8
"The World, the Flesh and the Devil","['Drama', 'Science Fiction']",5.8
Mom and Dad Save the World,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",4.4
Farce of the Penguins,"['Comedy', 'Documentary']",3.2
A Good Year,"['Comedy', 'Drama', 'Romance']",6.5
Dixie Chicks: Shut Up and Sing,['Documentary'],6.5
A Foreign Affair,"['Comedy', 'Drama', 'Romance']",6.7
The Return,"['Drama', 'Horror', 'Thriller']",5.1
Red Dust,['Drama'],6.4
Fuck,['Documentary'],6.6
Shooting Dogs,"['Drama', 'History']",7.5
Casino Royale,"['Adventure', 'Action', 'Thriller']",7.3
Happy Feet,"['Animation', 'Comedy']",5.9
Let's Go to Prison,"['Comedy', 'Crime']",5.5
Déjà Vu,"['Action', 'Thriller', 'Science Fiction']",6.6
Bobby,"['History', 'Drama']",6.4
Deck the Halls,"['Comedy', 'Family']",5.1
10 Items or Less,"['Comedy', 'Drama']",6.6
The Holiday,"['Comedy', 'Romance']",6.7
Harsh Times,"['Crime', 'Drama', 'Thriller', 'Action']",6.3
London to Brighton,"['Crime', 'Drama', 'Thriller']",6.5
Gacy,"['Crime', 'Drama']",4.4
Fast Food Nation,"['Comedy', 'Drama', 'Thriller']",5.9
Min and Bill,"['Drama', 'Comedy']",6.0
"20,000 Years in Sing Sing","['Drama', 'Crime']",5.8
Simon of the Desert,"['Comedy', 'History', 'Drama']",7.8
Tenacious D in The Pick of Destiny,"['Comedy', 'Music']",6.5
It's a Wonderful World,"['Comedy', 'Crime', 'Mystery', 'Romance']",4.7
Sitting Pretty,['Comedy'],6.1
The Last Hard Men,['Western'],6.6
The Nativity Story,"['Drama', 'History']",6.4
Van Wilder 2: The Rise of Taj,['Comedy'],5.1
Turistas,"['Horror', 'Thriller']",5.3
Blood Diamond,"['Drama', 'Thriller', 'Action']",7.4
Dracula's Daughter,"['Drama', 'Fantasy', 'Horror']",6.3
She,"['Romance', 'Fantasy', 'Adventure']",5.7
Election 2,"['Drama', 'Crime']",7.1
Unaccompanied Minors,"['Comedy', 'Family']",5.5
Charlotte's Web,"['Comedy', 'Family', 'Fantasy']",5.8
Eragon,"['Fantasy', 'Action', 'Adventure', 'Family']",4.9
Rocky Balboa,['Drama'],6.5
Fur: An Imaginary Portrait of Diane Arbus,"['Drama', 'Mystery', 'Romance']",5.8
Power,['Drama'],5.6
Lost Horizon,"['Adventure', 'Fantasy', 'Romance']",4.6
The Man Who Never Was,"['Thriller', 'War', 'Drama', 'History']",6.8
Something Wild,['Drama'],6.5
The Painted Veil,"['Drama', 'Romance']",7.1
We Are Marshall,['Drama'],6.7
The Place Promised in Our Early Days,"['Animation', 'Adventure', 'Drama', 'Romance', 'Science Fiction']",6.9
The Good Shepherd,"['Drama', 'Thriller', 'History']",6.3
Dreamgirls,['Drama'],6.6
Loose Change: 2nd Edition,['Documentary'],6.3
The Decameron,"['History', 'Drama', 'Comedy']",6.9
Freedom Writers,"['Crime', 'Drama']",7.6
When the Levees Broke: A Requiem in Four Acts,['Documentary'],7.0
INLAND EMPIRE,"['Horror', 'Drama', 'Mystery', 'Thriller']",7.1
Caravaggio,"['Drama', 'History']",6.3
The History Boys,"['Comedy', 'Drama']",6.6
Notes on a Scandal,"['Drama', 'Romance']",6.9
Children Shouldn't Play with Dead Things,"['Horror', 'Comedy']",5.3
Inferno,"['Action', 'Drama', 'Romance']",5.1
The Face Behind the Mask,"['Crime', 'Drama']",6.0
DOA: Dead or Alive,"['Adventure', 'Action', 'Thriller']",5.0
Curse of the Golden Flower,"['Action', 'Drama', 'Fantasy']",6.6
The Good German,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",5.9
Letters from Iwo Jima,"['Action', 'Adventure', 'Drama', 'War']",7.2
Presenting Lily Mars,"['Music', 'Romance']",6.0
Black Christmas,"['Horror', 'Thriller']",4.8
Happily N'Ever After,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",4.6
Stomp the Yard,"['Drama', 'Music']",6.1
Miss Potter,"['Drama', 'Family', 'Romance']",6.3
Arthur and the Invisibles,"['Adventure', 'Fantasy', 'Animation', 'Family']",6.0
American Pie Presents: The Naked Mile,['Comedy'],5.3
Rolling Family,"['Drama', 'Comedy']",6.4
The Young Girls of Rochefort,"['Music', 'Romance', 'Drama', 'Comedy']",7.5
David and Bathsheba,"['Drama', 'Romance']",4.7
The Banquet,"['Fantasy', 'Drama', 'Action', 'History']",6.2
American Madness,"['Crime', 'Drama']",5.4
Primeval,['Adventure'],4.7
Alpha Dog,"['Crime', 'Drama']",6.6
The Hitcher,"['Action', 'Horror', 'Crime']",5.6
The Dead Girl,"['Mystery', 'Drama', 'Crime', 'Thriller']",6.4
A Stolen Life,['Drama'],7.6
Time,"['Romance', 'Drama', 'Mystery']",7.1
Red Doors,"['Comedy', 'Drama']",4.3
Crawlspace,"['Horror', 'Thriller']",5.4
Juarez,"['Drama', 'History', 'Romance']",6.4
Bridge to Terabithia,"['Adventure', 'Drama', 'Family']",7.0
Beer League,['Comedy'],5.3
Dead Meat,"['Comedy', 'Action', 'Horror', 'Science Fiction']",4.0
Waitress,['Comedy'],6.6
The Secret,['Documentary'],5.5
Neverwas,"['Drama', 'Fantasy', 'Thriller']",6.4
Catch and Release,"['Comedy', 'Drama', 'Romance']",5.8
Smokin' Aces,"['Action', 'Comedy', 'Crime', 'Thriller']",6.4
Blood and Chocolate,"['Drama', 'Fantasy', 'Horror', 'Romance']",5.5
Epic Movie,"['Action', 'Adventure', 'Comedy']",3.2
The Messengers,"['Mystery', 'Thriller', 'Horror']",5.6
Because I Said So,['Comedy'],5.8
Hannibal Rising,"['Crime', 'Drama', 'Thriller']",6.0
Norbit,['Comedy'],5.0
Billy the Kid vs. Dracula,"['Action', 'Comedy', 'Horror']",4.7
Cocaine Cowboys,"['Action', 'Documentary']",7.5
Ratatouille,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.5
Five Fingers,"['Drama', 'Action', 'Thriller']",5.9
Izo,"['Action', 'Drama', 'Fantasy', 'History', 'Horror']",6.1
"Paris, je t'aime","['Drama', 'Romance']",6.7
"Wake Up, Ron Burgundy: The Lost Movie",['Comedy'],5.5
It's a Boy Girl Thing,"['Comedy', 'Fantasy', 'Romance']",6.3
Myra Breckinridge,"['Comedy', 'Drama']",4.8
Vice Squad,"['Action', 'Drama', 'Mystery', 'Thriller']",6.0
Danika,"['Drama', 'Horror', 'Thriller']",5.4
Days of Glory,"['Drama', 'History', 'War']",6.7
Trailer Park Boys: The Movie,['Comedy'],6.8
Ghost Rider,"['Thriller', 'Action', 'Fantasy', 'Horror']",5.2
Breach,"['Drama', 'Thriller', 'Crime', 'History']",6.5
Daddy's Little Girls,"['Comedy', 'Drama', 'Romance']",6.6
Music and Lyrics,"['Comedy', 'Music', 'Romance']",6.2
The Number 23,"['Thriller', 'Drama', 'Mystery']",6.3
Reno 911!: Miami,"['Action', 'Adventure', 'Comedy', 'Crime']",5.6
Black Snake Moan,['Drama'],6.6
Gray Matters,"['Comedy', 'Romance']",5.8
Factory Girl,['Drama'],6.2
Salon Kitty,['Drama'],4.6
Kidulthood,['Drama'],6.2
Like Mike 2: Streetball,"['Comedy', 'Drama', 'Family']",3.6
Lady in Cement,"['Mystery', 'Comedy', 'Crime', 'Drama']",6.6
Street Trash,"['Comedy', 'Horror']",5.6
First Man Into Space,"['Drama', 'Horror', 'Science Fiction']",5.2
Hot Fuzz,"['Crime', 'Action', 'Comedy']",7.4
Dead Heat on a Merry-Go-Round,"['Comedy', 'Crime', 'Drama', 'Thriller']",6.0
Mad Love,"['Comedy', 'Horror']",6.8
Karla,"['Crime', 'Drama', 'Thriller']",4.8
The Leopard Man,['Horror'],6.4
Cats,['Music'],7.1
Next,"['Action', 'Science Fiction', 'Thriller']",5.9
Changing Times,"['Drama', 'Foreign', 'Romance']",6.5
God Grew Tired of Us,['Documentary'],7.5
Amazing Grace,['Drama'],7.0
2001 Maniacs,"['Comedy', 'Horror']",4.9
Wise Guys,"['Comedy', 'Crime']",6.1
Teen Wolf Too,"['Comedy', 'Fantasy', 'Family']",3.8
Body Count,"['Action', 'Thriller']",6.8
Zodiac,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.3
Pusher III: I'm the Angel of Death,"['Action', 'Thriller', 'Crime']",7.1
White Noise 2: The Light,"['Thriller', 'Drama', 'Horror', 'Fantasy']",5.6
Wild Hogs,"['Action', 'Adventure', 'Comedy']",5.7
Zyzzyx Road,['Thriller'],4.0
Man About Town,"['Comedy', 'Drama', 'Romance']",5.3
First on the Moon,"['Mystery', 'Science Fiction']",5.0
Unfaithfully Yours,"['Comedy', 'Romance']",5.8
The Westerner,"['Action', 'Western', 'Romance']",6.1
300,"['Action', 'Adventure', 'War']",7.0
The Last Mimzy,"['Adventure', 'Family']",5.9
Priceless,"['Drama', 'Comedy', 'Romance']",6.4
The Host,"['Horror', 'Drama', 'Science Fiction']",6.7
America America,"['Drama', 'History']",5.8
Diary of a Hitman,"['Thriller', 'Crime', 'Drama']",3.5
Flower Drum Song,"['Comedy', 'Music']",3.8
Becoming Jane,"['Drama', 'Romance']",6.9
The Namesake,['Drama'],6.8
Samurai Spy,"['Action', 'Drama', 'Foreign']",5.8
I Think I Love My Wife,"['Comedy', 'Romance']",5.0
The Fugitive Kind,"['Romance', 'Drama']",6.5
Wilderness,"['Horror', 'Action', 'Thriller']",6.3
Hipnos,"['Horror', 'Thriller']",5.6
Premonition,"['Thriller', 'Drama', 'Mystery']",5.8
Dead Silence,['Horror'],6.2
Reign Over Me,['Drama'],7.1
Shooter,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",6.9
The Hills Have Eyes 2,"['Horror', 'Thriller']",5.2
Jindabyne,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.7
Nomad: The Warrior,"['Action', 'History', 'War']",4.3
The Tall Target,"['Mystery', 'Thriller']",6.5
Black Book,"['Drama', 'Thriller', 'War']",7.2
R.S.V.P.,"['Comedy', 'Horror']",4.5
Philanthropy,"['Comedy', 'Drama']",7.2
Ladies in Retirement,['Drama'],5.1
"Not For, or Against (Quite the Contrary)","['Drama', 'Crime']",5.7
His Kind of Woman,"['Drama', 'Romance', 'Thriller']",6.3
The Darwin Awards,"['Comedy', 'Romance', 'Adventure']",5.2
The Tarnished Angels,['Drama'],6.9
The Lookout,"['Crime', 'Drama', 'Thriller']",6.6
Blades of Glory,"['Action', 'Comedy', 'Drama']",5.9
Are We Done Yet?,"['Comedy', 'Family', 'Drama']",5.1
The Reaping,"['Thriller', 'Horror']",5.4
Meet the Robinsons,"['Animation', 'Comedy', 'Family']",6.7
American Hardcore,"['Documentary', 'Music']",6.4
The Inglorious Bastards,"['Action', 'Comedy', 'War']",5.9
Seraphim Falls,"['Western', 'Drama']",6.4
Double Harness,['Drama'],8.0
Sunshine,"['Science Fiction', 'Thriller']",7.0
Judge Priest,"['Comedy', 'Drama']",6.2
The Hoax,"['Comedy', 'Drama']",6.4
No Way Out,"['Crime', 'Drama', 'Thriller']",6.3
How the Grinch Stole Christmas!,"['Animation', 'Family', 'Comedy']",7.2
Origin: Spirits of the Past,"['Science Fiction', 'Adventure', 'Animation', 'Drama', 'Fantasy', 'Romance', 'Action']",6.6
Perfect Stranger,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.4
Disturbia,"['Thriller', 'Drama', 'Mystery']",6.6
Pathfinder,['Adventure'],5.4
The Private Affairs of Bel Ami,['Drama'],6.8
Straight Time,"['Drama', 'Crime']",6.8
Tristana,['Drama'],7.2
Puccini for Beginners,"['Comedy', 'Drama', 'Romance']",6.1
Slow Burn,"['Mystery', 'Crime', 'Drama', 'Thriller']",5.5
The MacKintosh Man,"['Action', 'Thriller']",6.4
La Vie en Rose,"['Romance', 'Music', 'Drama']",7.3
Griffin & Phoenix,"['Comedy', 'Drama', 'Romance']",6.6
The Contract,"['Drama', 'Action', 'Thriller', 'Crime']",5.5
Fracture,['Thriller'],7.1
Big Nothing,"['Action', 'Comedy', 'Crime', 'Thriller']",6.5
Smash-Up: Story of a Woman,['Drama'],4.2
Island of Fire,"['Crime', 'Drama', 'Action', 'Thriller']",5.9
Vacancy,"['Horror', 'Thriller']",6.0
In the Land of Women,"['Romance', 'Comedy', 'Drama']",5.8
Confetti,"['Comedy', 'Romance']",6.0
The Devil Commands,"['Horror', 'Science Fiction']",5.9
Mr. Bean's Holiday,"['Family', 'Comedy']",6.1
The Grace Lee Project,['Documentary'],0.0
The Invisible,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",6.0
The Condemned,"['Action', 'Thriller']",5.8
Spider-Man 3,"['Fantasy', 'Action', 'Adventure']",5.9
Lucky You,"['Drama', 'Romance']",5.4
Sharkwater,['Documentary'],7.8
Tales from Earthsea,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']",6.5
Thieves' Highway,"['Drama', 'Thriller']",7.1
Maniac Cop,"['Thriller', 'Action', 'Horror']",5.7
Year of the Dog,"['Comedy', 'Drama', 'Romance']",5.1
The Ex,"['Comedy', 'Romance']",5.0
Paprika,"['Animation', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",7.7
The Flying Scotsman,['Drama'],6.7
The Adventures of Mark Twain,"['Animation', 'Adventure', 'Family']",7.0
Day Watch,"['Fantasy', 'Horror']",6.2
This Is England,"['Drama', 'Crime']",7.4
One Night in Mongkok,"['Drama', 'Action', 'Thriller', 'Foreign']",6.9
Knocked Up,"['Comedy', 'Romance', 'Drama']",6.2
Hairspray,"['Family', 'Comedy', 'Music', 'Romance']",6.5
The Prodigal Son,"['Action', 'Adventure', 'Comedy', 'Foreign']",6.6
28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']",6.5
Georgia Rule,"['Comedy', 'Drama', 'Romance']",5.6
Delta Farce,"['Action', 'Adventure', 'Comedy']",4.5
Wheels on Meals,"['Romance', 'Action', 'Comedy', 'Crime']",7.0
Jonestown: The Life and Death of Peoples Temple,"['Documentary', 'History']",6.8
Desperation,"['Drama', 'Fantasy', 'Horror', 'Thriller', 'Mystery']",5.2
Caught,"['Drama', 'Thriller']",5.9
Blood Trails,['Horror'],2.4
Shrek the Third,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",6.0
Once,"['Drama', 'Music', 'Romance']",7.4
Pirates of the Caribbean: At World's End,"['Adventure', 'Fantasy', 'Action']",6.9
Bug,"['Horror', 'Thriller']",6.0
Mr. Brooks,"['Drama', 'Crime', 'Mystery', 'Thriller']",6.8
Rise: Blood Hunter,"['Action', 'Adventure', 'Horror', 'Thriller']",4.7
Fay Grim,"['Comedy', 'Thriller']",6.7
The Man from Planet X,"['Horror', 'Science Fiction', 'Thriller', 'Romance']",5.5
Eagle vs Shark,"['Comedy', 'Romance']",6.7
88 Minutes,"['Crime', 'Mystery', 'Thriller']",5.7
The Breed,"['Thriller', 'Horror', 'Comedy']",5.0
Cashback,"['Drama', 'Comedy', 'Romance']",6.8
Ocean's Thirteen,"['Crime', 'Thriller']",6.5
Them,"['Thriller', 'Horror']",6.1
Ten Canoes,"['Adventure', 'Comedy', 'Drama']",6.7
Godzilla vs. Mothra,"['Science Fiction', 'Action', 'Fantasy', 'Adventure']",6.1
Godzilla vs. Destoroyah,"['Action', 'Adventure', 'Horror', 'Science Fiction']",6.5
Godzilla vs. King Ghidorah,"['Action', 'Adventure', 'Science Fiction', 'Drama', 'Fantasy', 'Horror']",6.2
The Ghost Ship,['Thriller'],6.7
Experiment Perilous,"['Drama', 'Thriller']",5.0
Alone With Her,"['Crime', 'Drama', 'Romance', 'Thriller']",6.2
Hostel: Part II,['Horror'],5.6
Remember the Night,"['Drama', 'Comedy']",7.2
Paranoid Park,"['Mystery', 'Crime', 'Drama']",6.3
Starcrash,"['Fantasy', 'Science Fiction']",4.3
Surf's Up,"['Animation', 'Comedy', 'Family']",5.9
Fantastic 4: Rise of the Silver Surfer,"['Adventure', 'Fantasy', 'Action', 'Thriller']",5.4
Nancy Drew,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']",5.8
Fido,"['Romance', 'Comedy', 'Drama', 'Horror']",6.6
Who the #$&% Is Jackson Pollock?,['Documentary'],6.4
Death Proof,"['Action', 'Thriller']",6.7
Robot Monster,['Science Fiction'],3.5
Rescue Dawn,"['Adventure', 'Drama', 'War']",6.9
The Wedding Night,"['Drama', 'Romance']",7.5
The TV Set,['Comedy'],6.0
Dodge City,"['Action', 'Western']",6.7
East Side Story,"['Documentary', 'Foreign']",5.0
Knock On Wood,"['Action', 'Comedy']",7.1
O.C. and Stiggs,['Comedy'],4.5
American Friends,"['Comedy', 'Romance']",6.2
Johnny Tremain,"['Drama', 'Family']",5.7
Still Smokin,['Comedy'],5.4
Putney Swope,"['Comedy', 'Drama']",6.1
O Lucky Man!,"['Music', 'Comedy', 'Drama', 'Fantasy']",6.8
Sicko,['Documentary'],7.3
Tea and Sympathy,['Drama'],5.1
The Man in the Iron Mask,"['Romance', 'Drama']",7.0
A Mighty Heart,"['Drama', 'Thriller']",6.7
1408,"['Horror', 'Thriller']",6.5
Death at a Funeral,"['Comedy', 'Drama']",6.9
High Road to China,"['Adventure', 'Drama', 'History']",5.7
Live Free or Die Hard,"['Action', 'Thriller']",6.4
License to Wed,['Comedy'],5.3
Evening,"['Drama', 'Romance']",5.7
Evan Almighty,"['Fantasy', 'Comedy', 'Family']",5.3
Transformers,"['Adventure', 'Science Fiction', 'Action']",6.6
Captivity,"['Crime', 'Horror', 'Thriller']",4.4
Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy', 'Family', 'Mystery']",7.4
I Now Pronounce You Chuck & Larry,"['Comedy', 'Romance']",5.8
Bedtime Story,['Comedy'],5.8
McQ,"['Action', 'Adventure', 'Crime', 'Drama']",6.0
Back in Action,"['Action', 'Crime']",6.7
Heart of the Dragon,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",6.9
Arn: The Knight Templar,"['Action', 'Adventure', 'Drama', 'Romance']",6.4
Broken Arrow,['Western'],6.3
Across the Universe,"['Adventure', 'Drama', 'Music', 'Romance']",7.1
Boris and Natasha,"['Adventure', 'Comedy']",1.8
The Sterile Cuckoo,"['Comedy', 'Drama']",4.1
When the Wind Blows,"['Animation', 'Comedy', 'Drama', 'War']",7.4
The Lives of a Bengal Lancer,"['Adventure', 'Drama']",6.1
A Dog's Breakfast,['Comedy'],5.9
Come Early Morning,"['Drama', 'Romance']",5.9
Hot Rod,"['Action', 'Comedy']",6.3
Stardust,"['Adventure', 'Fantasy', 'Romance', 'Family']",7.2
Murder Most Foul,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Comedy']",6.7
Skinwalkers,"['Fantasy', 'Action', 'Horror']",4.5
The Simpsons Movie,"['Animation', 'Comedy', 'Family']",6.9
I Know Who Killed Me,"['Crime', 'Horror', 'Mystery', 'Thriller']",4.0
No Reservations,['Comedy'],6.1
Underdog,"['Action', 'Adventure', 'Comedy', 'Family']",4.7
Charlie Bartlett,"['Comedy', 'Drama']",6.5
El cantante,"['History', 'Drama', 'Music']",6.0
The Bourne Ultimatum,"['Action', 'Drama', 'Mystery', 'Thriller']",7.3
My Best Friend,['Comedy'],6.1
You Kill Me,"['Comedy', 'Crime', 'Thriller', 'Romance']",6.2
Reincarnation,['Horror'],5.8
China Blue,['Documentary'],5.3
Tell No One,"['Drama', 'Thriller', 'Crime', 'Mystery']",7.4
Teachers,"['Comedy', 'Drama']",5.7
The Manitou,['Horror'],5.9
Superbad,['Comedy'],7.0
Joshua,"['Drama', 'Thriller', 'Horror']",5.9
The Tripper,['Horror'],5.1
Command Decision,"['War', 'Drama']",6.5
Rush Hour 3,"['Action', 'Comedy', 'Crime', 'Thriller']",6.1
The Last Legion,"['Action', 'Adventure', 'Fantasy', 'War']",5.0
Under the Yum-Yum Tree,"['Comedy', 'Drama', 'Romance']",6.0
Balls of Fury,"['Comedy', 'Crime']",5.0
Sydney White,['Comedy'],6.0
The Kingdom,"['Thriller', 'Action', 'Drama']",6.5
Wind Chill,"['Drama', 'Horror', 'Thriller']",5.7
Rocket Science,"['Comedy', 'Drama']",6.3
Daddy Day Camp,"['Comedy', 'Family']",4.4
The Invasion,"['Science Fiction', 'Thriller']",5.7
War,"['Action', 'Thriller', 'Crime']",6.0
The Nanny Diaries,"['Comedy', 'Drama', 'Romance']",6.1
Halloween,['Horror'],5.9
Death Sentence,"['Action', 'Crime', 'Drama', 'Thriller']",6.4
2 Days in Paris,"['Comedy', 'Romance']",6.3
Brighton Rock,"['Drama', 'Crime', 'Thriller']",7.7
Keoma,"['Action', 'Western']",6.3
The Mercenary,"['Action', 'Comedy', 'Western']",7.5
The King of Kong,['Documentary'],8.1
Behind the Mask: The Rise of Leslie Vernon,"['Comedy', 'Horror', 'Thriller']",6.6
The Brothers Solomon,['Comedy'],4.9
The Nines,"['Drama', 'Fantasy', 'Mystery', 'Science Fiction', 'Thriller']",6.1
Die! Die! My Darling!,"['Horror', 'Thriller']",5.2
Hunting and Gathering,"['Romance', 'Drama']",6.6
The Good Night,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",5.7
Stories of Lost Souls,['Drama'],5.0
Planet Terror,"['Horror', 'Action', 'Thriller']",6.5
3:10 to Yuma,['Western'],6.9
Shoot 'Em Up,"['Action', 'Thriller', 'Comedy', 'Crime']",6.3
The Ten,['Comedy'],4.9
An Evening with Kevin Smith,"['Comedy', 'Documentary']",7.5
Bitter Rice,['Drama'],7.2
Fierce People,['Drama'],6.0
Atonement,"['Drama', 'Romance']",7.4
My Winnipeg,"['Comedy', 'Documentary', 'Drama', 'History']",7.3
Requiem,"['Drama', 'Horror']",7.0
"4 Months, 3 Weeks and 2 Days",['Drama'],7.4
No End in Sight,['Documentary'],7.3
Far from the Madding Crowd,"['Drama', 'Romance']",6.5
The Brave One,"['Crime', 'Drama', 'Thriller']",6.4
In the Valley of Elah,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",6.6
Rang De Basanti,['Drama'],7.2
I Could Never Be Your Woman,"['Comedy', 'Drama', 'Romance']",5.7
December Boys,"['Drama', 'Romance']",6.2
The Hunting Party,"['Action', 'Adventure', 'Thriller', 'Drama']",6.6
Eastern Promises,"['Thriller', 'Crime', 'Mystery']",7.2
27 Missing Kisses,"['Drama', 'Comedy', 'Romance']",5.8
Brooklyn Rules,"['Drama', 'Action', 'Thriller']",5.8
Vengeance Is Mine,"['Crime', 'Drama']",7.7
Love and Other Disasters,"['Comedy', 'Romance']",5.9
Interview,['Drama'],6.4
The Death and Life of Bobby Z,"['Drama', 'Action', 'Thriller', 'Crime']",5.8
Private Fears in Public Places,"['Drama', 'Romance']",6.2
House of Bamboo,"['Crime', 'Drama']",6.7
Resident Evil: Extinction,"['Horror', 'Action', 'Science Fiction']",6.1
Mr. Woodcock,"['Comedy', 'Romance']",4.9
Good Luck Chuck,['Comedy'],5.6
Into the Wild,"['Adventure', 'Drama']",7.8
The Game Plan,"['Comedy', 'Family']",6.0
Feast of Love,"['Comedy', 'Drama', 'Romance']",5.9
Postal,"['Action', 'Comedy']",4.6
The Heartbreak Kid,['Comedy'],5.7
Dan in Real Life,"['Comedy', 'Romance', 'Drama']",6.5
We Own the Night,"['Drama', 'Crime', 'Thriller']",6.5
Elizabeth: The Golden Age,"['Drama', 'History', 'Romance']",6.6
Michael Clayton,"['Drama', 'Mystery', 'Crime']",6.6
Sleuth,"['Drama', 'Thriller']",6.4
Lars and the Real Girl,"['Comedy', 'Romance', 'Drama']",7.1
30 Days of Night,"['Horror', 'Thriller']",6.2
Rendition,"['Drama', 'Thriller']",6.2
Things We Lost in the Fire,['Drama'],6.7
Gone Baby Gone,"['Crime', 'Drama', 'Mystery']",7.2
The Comebacks,['Comedy'],4.9
The Dog Problem,"['Comedy', 'Romance']",6.1
Relative Strangers,['Comedy'],5.4
Alien Autopsy,"['Comedy', 'Science Fiction']",5.8
Straightheads,['Thriller'],5.1
The Assassination of Jesse James by the Coward Robert Ford,"['Action', 'Drama', 'Western']",7.0
The Breaking Point,['Drama'],7.0
The Nanny,"['Drama', 'Thriller']",6.4
10th & Wolf,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",6.3
I'm Reed Fish,"['Comedy', 'Romance']",5.8
The Final Season,['Drama'],5.2
The Jane Austen Book Club,"['Comedy', 'Drama', 'Romance']",6.6
Outlaw,"['Action', 'Crime', 'Thriller']",5.2
The Last Winter,"['Horror', 'Thriller']",5.6
Silk,"['Drama', 'Romance']",5.6
"Mary, Queen of Scots","['Drama', 'History']",6.7
Can't Help Singing,"['Music', 'Western']",8.5
Black Sheep,"['Horror', 'Comedy']",5.7
Why Did I Get Married?,"['Comedy', 'Drama']",6.1
Saw IV,"['Horror', 'Thriller', 'Crime']",5.9
My Mom's New Boyfriend,"['Action', 'Comedy', 'Romance']",5.4
Scum,"['Crime', 'Drama']",7.3
The Sea Wolf,['Adventure'],7.2
The Reckless Moment,['Thriller'],6.9
Elite Squad,"['Drama', 'Action', 'Crime']",7.8
King of California,"['Comedy', 'Drama']",6.5
Martian Child,['Drama'],6.8
Flight of the Living Dead: Outbreak on a Plane,"['Horror', 'Action']",5.2
Decoys,"['Horror', 'Science Fiction', 'Thriller']",4.7
Chilly Scenes of Winter,"['Comedy', 'Drama', 'Romance']",10.0
American Gangster,"['Drama', 'Crime']",7.4
Bee Movie,"['Family', 'Animation', 'Adventure', 'Comedy']",5.7
Before the Devil Knows You're Dead,"['Crime', 'Drama', 'Thriller']",6.9
The Diving Bell and the Butterfly,['Drama'],7.5
No Country for Old Men,"['Crime', 'Drama', 'Thriller']",7.7
Be Kind Rewind,"['Drama', 'Comedy']",6.2
Itty Bitty Titty Committee,['Comedy'],6.0
August Rush,"['Family', 'Drama', 'Music']",7.2
The Dawn Rider,"['Action', 'Western']",4.4
The Desperate Hours,"['Crime', 'Drama', 'Thriller', 'Action']",6.6
The Man from Earth,"['Science Fiction', 'Drama']",7.7
Hellfighters,"['Action', 'Adventure', 'Romance']",6.2
Lions for Lambs,"['Action', 'Adventure', 'Drama', 'History']",6.0
Fred Claus,"['Action', 'Comedy', 'Drama']",5.5
Beowulf,"['Adventure', 'Action', 'Animation']",5.5
Mr. Magorium's Wonder Emporium,['Comedy'],6.0
Love in the Time of Cholera,"['Drama', 'Romance']",6.5
Southland Tales,"['Comedy', 'Science Fiction', 'Thriller']",5.2
Kansas City Confidential,"['Crime', 'Drama', 'Thriller']",7.0
Harrison Bergeron,"['Comedy', 'Science Fiction']",7.6
5ive Girls,"['Horror', 'Thriller']",4.4
Darfur Now,"['Crime', 'Documentary']",5.3
Smiley Face,['Comedy'],6.3
XXY,['Drama'],6.9
The Steel Helmet,"['Drama', 'War', 'Action']",7.0
The Mist,"['Science Fiction', 'Horror', 'Thriller']",6.7
Enchanted,"['Comedy', 'Family', 'Fantasy', 'Romance']",6.6
Hitman,"['Action', 'Crime', 'Drama', 'Thriller']",5.9
This Christmas,"['Comedy', 'Drama']",7.2
